"Link","Name","Pos","Year","College","RAS","AllTime"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25049&ovl=UCLA"">Link</a>","Laiatu Latu","DE","2024","UCLA","9.31","9.31"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25073&ovl=Kentucky"">Link</a>","Trevin Wallace","LB","2024","Kentucky","9.31","9.31"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25057&ovl=Kansas+State"">Link</a>","Cooper Beebe","OG","2024","Kansas State","9.30","9.30"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25265&ovl=Temple"">Link</a>","Jordan Magee","LB","2024","Temple","9.30","9.30"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24981&ovl=Texas+A&M"">Link</a>","Edgerrin Cooper","LB","2024","Texas A&M","9.26","9.26"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25190&ovl=Ohio+State"">Link</a>","Michael Hall Jr.","DT","2024","Ohio State","9.26","9.26"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=22314&ovl=UCLA"">Link</a>","Gabriel Murphy","DE","2024","UCLA","9.23","9.23"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25061&ovl=Michigan"">Link</a>","Trevor Keegan","OG","2024","Michigan","9.23","9.23"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25167&ovl=Alabama"">Link</a>","Terrion Arnold","CB","2024","Alabama","9.22","9.22"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25024&ovl=Baylor"">Link</a>","Gabe Hall","DT","2024","Baylor","9.20","9.20"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25087&ovl=Arizona"">Link</a>","Jordan Morgan","OT","2024","Arizona","9.20","9.20"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25527&ovl=Wisconsin"">Link</a>","Tanner Mordecai","QB","2024","Wisconsin","9.20","9.20"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24924&ovl=Washington"">Link</a>","Dominique Hampton","FS","2024","Washington","9.19","9.19"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25045&ovl=Notre+Dame"">Link</a>","Javontae Jean-Baptiste","DE","2024","Notre Dame","9.19","9.19"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25040&ovl=Houston+Christian"">Link</a>","Jalyx Hunt","DE","2024","Houston Christian","9.17","9.17"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=21720&ovl=Iowa"">Link</a>","Logan Lee","DT","2024","Iowa","9.16","9.16"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25323&ovl=Northern+Illinois"">Link</a>","Rocky Lombardi","QB","2024","Northern Illinois","9.16","9.16"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25053&ovl=Florida"">Link</a>","Kingsley Eguakun","OG","2024","Florida","9.13","9.13"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25066&ovl=Connecticut"">Link</a>","Christian Haynes","OG","2024","Connecticut","9.12","9.12"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25210&ovl=Alabama"">Link</a>","Jermaine Burton","WR","2024","Alabama","9.07","9.07"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25717&ovl=Troy"">Link</a>","Marcus Rogers","WR","2024","Troy","9.07","9.07"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25114&ovl=South+Dakota+State"">Link</a>","Isaiah Davis","RB","2024","South Dakota State","9.01","9.01"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25614&ovl=Georgia+Tech"">Link</a>","Luke Benson","FB","2024","Georgia Tech","9.01","9.01"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25206&ovl=Louisiana+State"">Link</a>","Maason Smith","DT","2024","Louisiana State","8.99","8.99"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25185&ovl=Oregon"">Link</a>","Troy Franklin","WR","2024","Oregon","8.98","8.98"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25131&ovl=Washington+State"">Link</a>","Jaden Hicks","FS","2024","Washington State","8.97","8.97"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25034&ovl=Texas"">Link</a>","Byron Murphy II","DT","2024","Texas","8.96","8.96"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25828&ovl=Pittsburg+State"">Link</a>","Dubem Okonkwo","LB","2024","Pittsburg State","8.96","8.96"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25046&ovl=Penn+State"">Link</a>","Adisa Isaac","DE","2024","Penn State","8.95","8.95"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25012&ovl=Notre+Dame"">Link</a>","Cam Hart","CB","2024","Notre Dame","8.93","8.93"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25192&ovl=Michigan"">Link</a>","Kris Jenkins","DT","2024","Michigan","8.93","8.93"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25006&ovl=Boston+College"">Link</a>","Elijah Jones","CB","2024","Boston College","8.92","8.92"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25570&ovl=Cortland+State"">Link</a>","Cole Burgess","WR","2024","Cortland State","8.92","8.92"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25085&ovl=Georgia"">Link</a>","William Mote","LS","2024","Georgia","8.90","8.90"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24925&ovl=Alabama"">Link</a>","Jaylen Key","FS","2024","Alabama","8.89","8.89"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24964&ovl=Michigan"">Link</a>","Karsen Barnhart","OG","2024","Michigan","8.89","8.89"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25387&ovl=Miami+OH"">Link</a>","Michael Dowell","SS","2024","Miami OH","8.89","8.89"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25289&ovl=Purdue"">Link</a>","Cam Allen","FS","2024","Purdue","8.87","8.87"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25770&ovl=CFL Combine"">Link</a>","Benjamin Labrosse","CB","2024","McGill","8.84","8.84"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24941&ovl=Oregon+State"">Link</a>","Anthony Gould","WR","2024","Oregon State","8.83","8.83"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25118&ovl=Troy"">Link</a>","Kimani Vidal","RB","2024","Troy","8.82","8.82"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25432&ovl=Oregon+State"">Link</a>","Riley Sharp","LB","2024","Oregon State","8.82","8.82"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24989&ovl=Colorado+State"">Link</a>","Chigozie Anusiem","CB","2024","Colorado State","8.81","8.81"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25030&ovl=Mississippi+State"">Link</a>","Jaden Crumedy","DT","2024","Mississippi State","8.81","8.81"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25165&ovl=Alabama"">Link</a>","Dallas Turner","DE","2024","Alabama","8.81","8.81"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25189&ovl=Washington"">Link</a>","Ja'Lynn Polk","WR","2024","Washington","8.81","8.81"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25262&ovl=Arkansas"">Link</a>","Brady Latham","OG","2024","Arkansas","8.79","8.79"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25113&ovl=New+Hampshire"">Link</a>","Dylan Laube","RB","2024","New Hampshire","8.75","8.75"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25637&ovl=Central+Michigan"">Link</a>","Jake Walrath","PK","2024","Central Michigan","8.75","8.75"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24928&ovl=Texas+Tech"">Link</a>","Dadrion Taylor-Demerson","FS","2024","Texas Tech","8.74","8.74"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25901&ovl=Iowa"">Link</a>","Joe Evans","LB","2024","Iowa","8.71","8.71"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25038&ovl=Alabama"">Link</a>","Chris Braswell","DE","2024","Alabama","8.68","8.68"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25031&ovl=Missouri"">Link</a>","Darius Robinson","DT","2024","Missouri","8.67","8.67"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=22313&ovl=UCLA"">Link</a>","Grayson Murphy","DE","2024","UCLA","8.66","8.66"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25284&ovl=Purdue"">Link</a>","Marquis Wilson","CB","2024","Purdue","8.65","8.65"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=19078&ovl=South+Dakota+State"">Link</a>","Garret Greenfield","OT","2024","South Dakota State","8.63","8.63"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25370&ovl=Dayton"">Link</a>","Cole Dow","WR","2024","Dayton","8.63","8.63"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25589&ovl=UCLA"">Link</a>","Jake Heimlicher","DE","2024","UCLA","8.63","8.63"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25019&ovl=Virginia+State"">Link</a>","Willie Drew","CB","2024","Virginia State","8.62","8.62"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25197&ovl=Washington"">Link</a>","Jalen McMillan","WR","2024","Washington","8.59","8.59"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=19945&ovl=Miami"">Link</a>","Matt Lee","OC","2024","Miami","8.58","8.58"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25115&ovl=Southern+California"">Link</a>","MarShawn Lloyd","RB","2024","Southern California","8.58","8.58"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25134&ovl=Michigan"">Link</a>","AJ Barner","TE","2024","Michigan","8.58","8.58"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25033&ovl=Oregon"">Link</a>","Brandon Dorlus","DT","2024","Oregon","8.57","8.57"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24988&ovl=Florida+State"">Link</a>","Renardo Green","CB","2024","Florida State","8.56","8.56"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25129&ovl=Utah"">Link</a>","Sione Vaki","SS","2024","Utah","8.55","8.55"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25051&ovl=Washington+State"">Link</a>","Brennan Jackson","DE","2024","Washington State","8.54","8.54"
